Gender,Year,Divison,Team,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,Fouls,opp_FGM,opp_FGA,opp_3FG,opp_3FGA,opp_FT,opp_FTA,opp_PTS,opp_ORebs,opp_DRebs,opp_Tot Reb,opp_AST,opp_TO,opp_STL,opp_BLK,opp_Fouls,GP,Win,Loss,OREB%,DREB%,POSS,opp_POSS,AST%,PPP,opp_PPP,eFG%,opp_eFG%,TOV%,FTr,3PAr,STL%,BLK%,ORtg,DRtg,NetRtg
Men,2017,D1,Spring Hill,20,59,1,16,9,19,50,13,26,39,5,19,2,1,23,22,55,7,22,20,30,71,11,32,43,14,13,7,2,19,1,0,1,0.29,0.7,74.025,71.25,0.25,0.6754474839581222,0.9964912280701754,0.3474576271186441,0.4636363636363636,0.25667004390408643,0.3220338983050847,0.2711864406779661,0.028070175438596492,0.01818181818181818,67.54474839581222,99.64912280701755,-32.10437441120533
Women,2016,D1,Binghamton,17,62,7,21,5,9,46,5,24,29,8,15,9,5,19,29,71,6,19,12,15,76,19,37,56,16,16,11,1,14,1,0,1,0.12,0.56,76.275,75.125,0.47058823529411764,0.6030809570632579,1.0116472545757071,0.33064516129032256,0.4507042253521127,0.1966568338249754,0.14516129032258066,0.3387096774193548,0.11980033277870217,0.07042253521126761,60.308095706325794,101.16472545757071,-40.85662975124492
Women,2016,D2,Point Park,21,55,6,21,13,19,61,5,26,31,10,16,4,2,17,31,62,10,21,12,19,84,8,31,39,25,10,9,3,21,1,0,1,0.14,0.76,75.025,73.025,0.47619047619047616,0.8130623125624791,1.1502909962341663,0.43636363636363634,0.5806451612903226,0.2132622459180273,0.34545454545454546,0.38181818181818183,0.05477576172543649,0.03225806451612903,81.30623125624791,115.02909962341663,-33.722868367168715
Women,2017,D2,Cheyney,55,171,11,43,31,43,152,43,84,127,32,68,38,15,57,53,174,17,49,42,61,165,45,79,124,43,58,34,12,43,3,1,2,0.35,0.65,216.425,215.97500000000002,0.5818181818181818,0.7023218204920872,0.7639773121889106,0.3538011695906433,0.35344827586206895,0.31419660390435483,0.25146198830409355,0.25146198830409355,0.17594629007987034,0.08620689655172414,70.23218204920873,76.39773121889107,-6.165549169682336
Women,2017,D2,BYU-Hawaii,111,308,19,76,41,61,282,73,152,225,72,101,30,18,72,119,331,32,96,48,71,318,69,137,206,69,71,59,9,77,5,3,2,0.35,0.69,364.975,366.725,0.6486486486486487,0.7726556613466675,0.8671347740132251,0.3912337662337662,0.4078549848942598,0.2767312829645866,0.19805194805194806,0.24675324675324675,0.08180516735973822,0.054380664652567974,77.26556613466676,86.7134774013225,-9.447911266655751
Men,2017,D2,Simon Fraser,884,2078,243,669,444,632,2455,304,776,1080,387,489,211,81,729,1037,2077,296,751,628,838,2998,357,978,1335,542,426,241,139,585,35,5,30,0.24,0.68,2563.2,2544.05,0.43778280542986425,0.957787141073658,1.178435958412767,0.48387872954764194,0.5705344246509388,0.19077715355805244,0.3041385948026949,0.321944177093359,0.08293862148935752,0.038998555609051515,95.7787141073658,117.84359584127671,-22.06488173391091
Men,2016,D1,Ohio St.,49,106,12,31,26,38,136,10,52,62,22,23,7,8,35,54,126,16,54,27,36,151,27,57,84,30,21,12,2,38,2,1,1,0.15,0.66,137.05,137.1,0.4489795918367347,0.9923385625684056,1.101385849744712,0.5188679245283019,0.49206349206349204,0.16782196278730388,0.3584905660377358,0.29245283018867924,0.05105762217359592,0.06349206349206349,99.23385625684055,110.1385849744712,-10.904728717630647
Women,2016,D1,Gonzaga,62,165,7,38,42,60,173,58,74,132,30,54,18,19,46,65,172,19,53,29,45,178,41,51,92,37,36,29,12,56,3,1,2,0.53,0.64,189.5,188.375,0.4838709677419355,0.9129287598944591,0.9449236894492369,0.396969696969697,0.4331395348837209,0.2849604221635884,0.36363636363636365,0.23030303030303031,0.09555408095554081,0.11046511627906977,91.2928759894459,94.49236894492368,-3.19949295547778
Men,2017,D3,John Carroll,896,1867,193,533,445,680,2430,403,779,1182,414,373,214,93,543,740,1723,269,741,434,592,2183,291,690,981,341,455,182,90,573,28,19,9,0.37,0.73,2160.0,2168.2,0.46205357142857145,1.125,1.006825938566553,0.5316014997321907,0.5075449796865932,0.1726851851851852,0.3642206748794858,0.28548473486877346,0.0986993819758325,0.053975623911781775,112.5,100.6825938566553,11.817406143344698
Women,2017,D2,Saint Rose,20,64,4,14,14,22,58,26,23,49,8,18,4,2,15,21,58,3,16,9,20,54,19,22,41,11,15,6,4,18,1,1,0,0.54,0.55,66.45,63.5,0.4,0.872836719337848,0.8503937007874016,0.34375,0.3879310344827586,0.27088036117381487,0.34375,0.21875,0.06299212598425197,0.034482758620689655,87.2836719337848,85.03937007874016,2.2443018550446396
Women,2016,D1,UMass Lowell,26,61,6,19,12,19,70,14,29,43,14,20,12,1,12,21,61,6,18,9,12,57,12,24,36,10,20,7,3,20,1,1,0,0.37,0.71,76.025,74.7,0.5384615384615384,0.9207497533706017,0.7630522088353413,0.47540983606557374,0.39344262295081966,0.2630713581058862,0.3114754098360656,0.3114754098360656,0.1606425702811245,0.01639344262295082,92.07497533706017,76.30522088353413,15.769754453526033
Women,2016,D2,Pitt.-Johnstown,68,172,17,49,51,76,204,38,87,125,39,58,14,8,72,71,190,13,44,58,82,213,48,75,123,34,45,26,8,70,3,1,2,0.34,0.64,228.10000000000002,225.95,0.5735294117647058,0.8943445857080227,0.9426864350520027,0.44476744186046513,0.40789473684210525,0.2542744410346339,0.4418604651162791,0.28488372093023256,0.06196061075459173,0.042105263157894736,89.43445857080226,94.26864350520027,-4.83418493439801
Women,2017,D1,Utah Valley,34,107,6,27,25,38,99,32,36,68,10,29,14,0,29,52,109,16,49,9,15,129,27,50,77,36,35,10,15,37,2,0,2,0.39,0.57,122.05000000000001,124.125,0.29411764705882354,0.8111429741909053,1.039274924471299,0.34579439252336447,0.5504587155963303,0.23760753789430558,0.35514018691588783,0.2523364485981308,0.11278952668680765,0.0,81.11429741909053,103.92749244712991,-22.813195028039374
Women,2017,D3,Emory,34,70,7,14,2,4,77,15,29,44,22,13,5,5,17,17,56,2,16,9,16,45,13,21,34,9,17,5,3,10,1,1,0,0.42,0.69,69.9,67.6,0.6470588235294118,1.1015736766809727,0.6656804733727811,0.5357142857142857,0.32142857142857145,0.1859799713876967,0.05714285714285714,0.2,0.07396449704142012,0.08928571428571429,110.15736766809727,66.56804733727812,43.58932033081915
Men,2017,D2,Minot St.,60,109,13,36,21,27,154,8,45,53,29,16,6,3,30,55,121,14,44,22,27,146,25,45,70,25,19,8,6,35,2,1,1,0.15,0.64,129.825,127.82499999999999,0.48333333333333334,1.1862122087425382,1.1421865832192453,0.6100917431192661,0.512396694214876,0.12324282688234163,0.24770642201834864,0.3302752293577982,0.046939174652845694,0.024793388429752067,118.62122087425382,114.21865832192452,4.4025625523293
Women,2016,D2,Okla. Panhandle,104,302,12,65,60,95,280,54,120,174,47,84,50,21,111,116,298,35,95,80,115,347,64,148,212,68,94,47,5,100,5,0,5,0.27,0.65,377.125,382.625,0.4519230769230769,0.7424593967517401,0.9068931721659589,0.36423841059602646,0.44798657718120805,0.22273781902552203,0.31456953642384106,0.2152317880794702,0.1306762495916367,0.07046979865771812,74.24593967517401,90.68931721659588,-16.443377541421867
Men,2016,D1,Stanford,61,167,16,61,54,69,192,26,61,87,33,32,21,4,52,83,164,33,74,41,62,240,26,84,110,52,38,13,13,61,3,0,3,0.24,0.7,205.775,205.45,0.5409836065573771,0.9330579516462155,1.1681674373326845,0.41317365269461076,0.6067073170731707,0.15550965860770258,0.41317365269461076,0.3652694610778443,0.10221465076660989,0.024390243902439025,93.30579516462156,116.81674373326845,-23.510948568646896
Men,2017,D3,Hamilton,49,120,11,36,35,50,144,17,58,75,13,27,10,7,42,66,134,15,46,28,53,175,27,61,88,23,17,14,4,39,2,0,2,0.22,0.68,153.75,149.175,0.2653061224489796,0.9365853658536586,1.1731188201776437,0.45416666666666666,0.5485074626865671,0.17560975609756097,0.4166666666666667,0.3,0.0670353611530082,0.05223880597014925,93.65853658536587,117.31188201776436,-23.653345432398496
Men,2016,D2,Wis.-Stout,23,57,3,12,2,4,51,9,23,32,11,13,5,1,16,26,49,13,25,9,12,74,3,25,28,19,13,5,4,7,1,0,1,0.26,0.88,62.900000000000006,64.7,0.4782608695652174,0.8108108108108107,1.1437403400309119,0.4298245614035088,0.6632653061224489,0.2066772655007949,0.07017543859649122,0.21052631578947367,0.07727975270479134,0.02040816326530612,81.08108108108108,114.37403400309118,-33.2929529220101
Men,2016,D2,Oklahoma City,29,57,13,20,12,18,83,6,21,27,15,12,10,0,20,23,47,5,16,19,23,70,4,26,30,17,18,4,2,16,1,1,0,0.19,0.84,71.55,71.925,0.5172413793103449,1.1600279524807826,0.9732360097323601,0.6228070175438597,0.5425531914893617,0.16771488469601678,0.3157894736842105,0.3508771929824561,0.13903371567605144,0.0,116.00279524807826,97.32360097323601,18.679194274842246
Men,2016,D2,Cal St. Dom. Hills,52,117,29,58,21,39,154,16,53,69,37,26,11,8,38,60,132,15,46,24,37,159,25,57,82,39,22,8,7,33,2,1,1,0.22,0.68,145.525,146.575,0.7115384615384616,1.0582374162515031,1.0847688896469385,0.5683760683760684,0.5113636363636364,0.17866345988661742,0.3333333333333333,0.49572649572649574,0.075046904315197,0.06060606060606061,105.82374162515032,108.47688896469386,-2.653147339543537
Men,2017,D1,Cal St. Fullerton,20,51,1,18,26,38,67,8,27,35,8,23,6,3,25,23,60,9,24,21,28,76,14,30,44,13,23,9,2,30,1,0,1,0.21,0.66,84.05,82.3,0.4,0.7971445568114218,0.9234507897934386,0.4019607843137255,0.4583333333333333,0.27364663890541346,0.7450980392156863,0.35294117647058826,0.07290400972053464,0.05,79.71445568114218,92.34507897934387,-12.630623298201684
Women,2016,D2,Tuskegee,17,56,0,7,12,23,46,14,23,37,13,12,6,2,22,17,47,11,26,13,15,58,8,31,39,16,18,4,1,24,1,0,1,0.31,0.74,64.925,64.125,0.7647058823529411,0.7085098190219484,0.9044834307992202,0.30357142857142855,0.4787234042553192,0.18482864844050828,0.4107142857142857,0.125,0.0935672514619883,0.0425531914893617,70.85098190219485,90.44834307992203,-19.59736117772718
Men,2016,D3,Fontbonne,46,117,11,46,32,44,135,24,59,83,28,40,13,4,41,48,132,10,39,34,50,140,27,51,78,21,23,23,9,37,2,1,1,0.32,0.69,153.9,151.75,0.6086956521739131,0.8771929824561403,0.9225700164744646,0.44017094017094016,0.4015151515151515,0.2599090318388564,0.37606837606837606,0.39316239316239315,0.085667215815486,0.030303030303030304,87.71929824561403,92.25700164744646,-4.537703401832431
Men,2016,D2,American Int'l,42,111,17,52,31,54,132,23,50,73,21,19,6,5,43,46,115,11,40,31,50,134,20,52,72,19,17,5,5,44,2,1,1,0.31,0.71,132.65,135.75,0.5,0.9950998869204674,0.9871086556169429,0.45495495495495497,0.44782608695652176,0.14323407463249152,0.4864864864864865,0.46846846846846846,0.04419889502762431,0.043478260869565216,99.50998869204673,98.71086556169429,0.7991231303524415
Women,2017,D1,Pepperdine,41,120,14,38,35,55,131,35,47,82,23,42,8,5,44,60,139,14,49,40,55,174,37,53,90,41,23,23,15,45,2,0,2,0.4,0.56,153.125,151.125,0.5609756097560976,0.8555102040816327,1.15136476426799,0.4,0.48201438848920863,0.2742857142857143,0.4583333333333333,0.31666666666666665,0.05293631100082713,0.03597122302158273,85.55102040816327,115.136476426799,-29.58545601863574
Women,2017,D2,Northwestern Okla.,56,197,33,97,42,58,187,35,62,97,37,35,27,2,50,86,171,24,72,42,61,238,30,108,138,64,58,10,14,61,3,0,3,0.24,0.67,224.55,227.97500000000002,0.6607142857142857,0.8327766644399911,1.0439741199692947,0.3680203045685279,0.5730994152046783,0.1558672901358272,0.29441624365482233,0.49238578680203043,0.11843403882004605,0.011695906432748537,83.27766644399911,104.39741199692946,-21.119745552930354
Women,2016,D3,Eureka,15,60,6,25,12,20,48,12,30,42,10,19,12,1,20,16,54,3,14,12,16,47,9,35,44,9,23,6,11,22,1,1,0,0.26,0.77,76.5,75.6,0.6666666666666666,0.6274509803921569,0.6216931216931217,0.3,0.32407407407407407,0.24836601307189543,0.3333333333333333,0.4166666666666667,0.15873015873015875,0.018518518518518517,62.745098039215684,62.16931216931217,0.5757858699035125
Women,2017,D1,Saint Louis,23,50,2,8,20,30,68,6,27,33,12,9,9,4,21,20,60,5,19,13,18,58,15,25,40,13,15,6,4,20,1,1,0,0.19,0.64,67.25,68.55,0.5217391304347826,1.0111524163568772,0.8460977388767323,0.48,0.375,0.13382899628252787,0.6,0.16,0.1312910284463895,0.06666666666666667,101.11524163568772,84.60977388767323,16.505467748014496
Women,2017,D1,Rice,27,52,9,23,7,9,70,13,27,40,21,18,8,5,17,16,54,2,13,2,9,36,14,12,26,8,17,7,0,20,1,1,0,0.52,0.66,61.275000000000006,61.275000000000006,0.7777777777777778,1.1423908608731128,0.5875152998776009,0.6057692307692307,0.3148148148148148,0.29375764993880044,0.17307692307692307,0.4423076923076923,0.13055895552835575,0.09259259259259259,114.23908608731128,58.75152998776009,55.48755609955119
Men,2016,D3,Trinity Baptist,24,47,8,24,7,13,63,3,25,28,12,23,9,1,20,27,59,5,16,12,20,71,11,23,34,18,16,9,0,12,1,0,1,0.12,0.69,73.175,73.5,0.5,0.8609497779296208,0.9659863945578231,0.5957446808510638,0.5,0.31431499829176635,0.2765957446808511,0.5106382978723404,0.12244897959183673,0.01694915254237288,86.09497779296208,96.5986394557823,-10.503661662820221
Men,2017,D1,Longwood,23,49,8,20,6,10,60,3,15,18,7,15,5,3,15,36,65,8,18,11,17,91,16,26,42,25,9,9,4,10,1,0,1,0.1,0.48,65.75,66.075,0.30434782608695654,0.9125475285171103,1.3772228528187664,0.5510204081632653,0.6153846153846154,0.22813688212927757,0.20408163265306123,0.40816326530612246,0.07567158531971245,0.046153846153846156,91.25475285171103,137.72228528187665,-46.46753243016562
Men,2017,D2,Concordia (CA),27,57,11,26,15,22,80,11,19,30,14,8,7,4,16,27,54,4,13,9,11,67,9,24,33,10,16,5,1,24,1,1,0,0.31,0.68,64.45,66.225,0.5185185185185185,1.2412723041117144,1.0117025292563233,0.5701754385964912,0.5370370370370371,0.12412723041117145,0.38596491228070173,0.45614035087719296,0.10570026425066063,0.07407407407407407,124.12723041117144,101.17025292563233,22.956977485539113
Men,2016,D1,Utah St.,48,118,15,54,28,41,139,27,41,68,25,24,17,8,37,56,117,12,35,25,35,149,24,51,75,31,26,14,6,37,2,1,1,0.35,0.63,134.475,135.625,0.5208333333333334,1.0336493772076594,1.0986175115207373,0.4703389830508475,0.5299145299145299,0.1784718349135527,0.3474576271186441,0.4576271186440678,0.12534562211981568,0.06837606837606838,103.36493772076594,109.86175115207372,-6.496813431307785
Men,2017,D3,Penn College,68,147,22,64,27,47,185,21,71,92,39,39,16,5,41,66,161,25,68,24,34,181,19,64,83,37,29,17,1,45,2,2,0,0.25,0.79,187.325,187.15,0.5735294117647058,0.9875884158547978,0.9671386588298156,0.5374149659863946,0.48757763975155277,0.20819431469371413,0.3197278911564626,0.43537414965986393,0.08549292011755276,0.031055900621118012,98.75884158547979,96.71386588298157,2.0449757024982205
Men,2017,D1,Arizona,1026,2167,252,660,662,867,2966,410,1021,1431,522,433,212,122,665,945,2228,252,808,440,645,2582,360,804,1164,499,449,185,117,767,39,32,7,0.34,0.74,2601.825,2623.375,0.5087719298245614,1.139969060178913,0.9842283318244628,0.5316105214582372,0.48070017953321365,0.16642164634439288,0.4000922934933087,0.30456852791878175,0.08081193119550198,0.05475763016157989,113.99690601789129,98.42283318244628,15.574072835445008
Women,2017,D3,Rensselaer,83,285,20,63,63,93,249,90,119,209,58,61,41,17,62,70,221,18,70,40,58,198,38,122,160,43,86,27,7,74,4,3,1,0.42,0.76,300.175,296.55,0.6987951807228916,0.8295161155992338,0.6676783004552351,0.3263157894736842,0.3574660633484163,0.20321479137169984,0.3263157894736842,0.22105263157894736,0.13825661777103354,0.07692307692307693,82.95161155992338,66.76783004552351,16.18378151439987
Men,2016,D1,Indiana,1119,2213,377,899,537,739,3152,457,944,1401,615,520,264,150,685,1000,2234,237,699,435,634,2672,395,746,1141,473,498,233,122,717,38,29,9,0.38,0.71,2627.025,2638.15,0.5495978552278821,1.1998363167461292,1.0128309610901578,0.5908269317668323,0.5006714413607878,0.19794253956471675,0.33393583370989605,0.4062358788974243,0.10007012489812937,0.06714413607878246,119.98363167461292,101.28309610901579,18.700535565597136
Men,2016,D2,Claflin,129,296,22,62,99,140,379,69,133,202,60,85,33,42,105,125,302,27,73,93,134,370,67,113,180,56,80,42,14,109,5,3,2,0.38,0.67,378.5,378.65,0.46511627906976744,1.0013210039630118,0.9771556846692196,0.47297297297297297,0.4586092715231788,0.22457067371202113,0.47297297297297297,0.20945945945945946,0.08715172322725473,0.1390728476821192,100.13210039630118,97.71556846692197,2.416531929379218
Men,2017,D1,Belmont,21,63,11,33,4,5,57,13,27,40,15,17,2,2,18,26,56,6,15,13,21,71,6,30,36,23,8,11,3,9,1,0,1,0.3,0.82,69.375,67.975,0.7142857142857143,0.8216216216216217,1.0445016550202282,0.42063492063492064,0.5178571428571429,0.24504504504504504,0.07936507936507936,0.5238095238095238,0.02942258183155572,0.03571428571428571,82.16216216216216,104.45016550202281,-22.28800333986065
Women,2016,D2,Union (TN),64,121,10,32,35,51,173,18,53,71,34,17,9,7,33,54,127,26,64,21,25,155,21,47,68,29,23,5,0,47,2,2,0,0.28,0.72,144.225,140.875,0.53125,1.1995146472525569,1.1002661934338953,0.5702479338842975,0.5275590551181102,0.11787138152192755,0.4214876033057851,0.2644628099173554,0.06388642413487133,0.05511811023622047,119.95146472525569,110.02661934338953,9.924845381866163
Men,2016,D3,Curry,49,121,10,44,26,35,134,16,60,76,26,37,14,3,47,47,127,10,47,47,64,151,29,59,88,27,32,20,3,37,2,0,2,0.21,0.67,158.625,160.4,0.5306122448979592,0.8447596532702916,0.9413965087281795,0.4462809917355372,0.4094488188976378,0.23325453112687156,0.2892561983471074,0.36363636363636365,0.08728179551122194,0.023622047244094488,84.47596532702916,94.13965087281795,-9.663685545788795
Men,2016,D2,Lander,88,183,13,46,32,50,221,45,76,121,34,42,23,13,50,71,167,36,79,35,54,213,32,62,94,48,39,17,2,51,3,2,1,0.42,0.7,203.75,199.65,0.38636363636363635,1.0846625766871165,1.0668670172802404,0.5163934426229508,0.5329341317365269,0.20613496932515338,0.273224043715847,0.25136612021857924,0.11520160280490858,0.07784431137724551,108.46625766871165,106.68670172802403,1.7795559406876151
Men,2017,D3,Carnegie Mellon,23,53,6,23,19,27,71,15,38,53,14,20,5,4,16,21,67,7,28,9,14,58,12,20,32,10,11,10,4,24,1,1,0,0.43,0.76,70.825,72.65,0.6086956521739131,1.0024708789269325,0.7983482450103234,0.49056603773584906,0.3656716417910448,0.2823861630780092,0.5094339622641509,0.4339622641509434,0.06882312456985547,0.05970149253731343,100.24708789269326,79.83482450103234,20.412263391660915
Women,2017,D1,Virginia Tech,21,65,8,31,9,12,59,15,22,37,10,17,2,2,17,30,59,7,12,17,17,84,7,28,35,14,11,11,8,15,1,0,1,0.35,0.76,72.7,71.075,0.47619047619047616,0.811554332874828,1.1818501582835033,0.38461538461538464,0.5677966101694916,0.23383768913342504,0.18461538461538463,0.47692307692307695,0.028139289482940553,0.03389830508474576,81.15543328748281,118.18501582835033,-37.02958254086752
Men,2016,D1,Rice,29,64,11,27,21,27,90,9,22,31,16,13,11,2,24,30,59,7,19,22,32,89,11,29,40,22,18,8,8,22,1,1,0,0.24,0.67,80.825,81.2,0.5517241379310345,1.1135168574079801,1.0960591133004927,0.5390625,0.5677966101694916,0.16084132384781935,0.421875,0.421875,0.1354679802955665,0.03389830508474576,111.35168574079802,109.60591133004927,1.7457744107487514
Men,2017,D2,Mary,28,53,3,15,22,31,81,4,29,33,15,13,5,3,18,24,63,9,27,15,19,72,11,27,38,11,14,3,1,28,1,1,0,0.13,0.73,76.725,75.025,0.5357142857142857,1.055718475073314,0.9596801066311229,0.5566037735849056,0.4523809523809524,0.16943629846855654,0.5849056603773585,0.2830188679245283,0.06664445184938353,0.047619047619047616,105.5718475073314,95.9680106631123,9.603836844219103
Men,2017,D2,Maryville (MO),25,69,8,22,5,8,63,12,26,38,10,11,10,2,15,22,58,8,25,14,16,66,12,35,47,10,17,7,3,14,1,0,1,0.26,0.68,71.8,70.6,0.4,0.8774373259052926,0.934844192634561,0.42028985507246375,0.4482758620689655,0.15320334261838442,0.11594202898550725,0.3188405797101449,0.141643059490085,0.034482758620689655,87.74373259052925,93.4844192634561,-5.740686672926856
Women,2016,D1,FGCU,46,114,11,42,14,21,117,18,37,55,22,27,16,9,33,45,104,6,23,24,30,120,25,54,79,23,36,12,7,36,2,1,1,0.25,0.6,132.975,129.25,0.4782608695652174,0.8798646362098139,0.9284332688588007,0.4517543859649123,0.46153846153846156,0.20304568527918782,0.18421052631578946,0.3684210526315789,0.12379110251450677,0.08653846153846154,87.9864636209814,92.84332688588007,-4.856863264898678
Men,2017,D1,Mercer,22,52,7,19,12,18,63,16,20,36,11,11,1,0,16,20,43,10,20,15,19,65,6,18,24,8,10,1,2,20,1,0,1,0.47,0.77,55.55,56.025,0.5,1.1341134113411342,1.1601963409192324,0.49038461538461536,0.5813953488372093,0.19801980198019803,0.34615384615384615,0.36538461538461536,0.0178491744756805,0.0,113.41134113411341,116.01963409192324,-2.608292957809823
Women,2017,D2,Hawaii Hilo,99,273,23,75,40,61,261,45,129,174,59,91,35,7,86,110,289,25,83,59,84,304,61,134,195,61,82,41,7,81,5,2,3,0.25,0.68,347.975,349.9,0.5959595959595959,0.750053883181263,0.8688196627607888,0.40476190476190477,0.42387543252595156,0.2615130397298656,0.22344322344322345,0.27472527472527475,0.10002857959416978,0.02422145328719723,75.0053883181263,86.88196627607888,-11.876577957952591
